Matchday,Home Team,Away Team,Kickoff Temp,Kickoff Humidity
13,Swansea City,Crystal Palace,,
13,Watford,Stoke City,,
14,Bournemouth,Liverpool,,
14,Crystal Palace,Southampton,,
14,Everton,Manchester United,,
14,Manchester City,Chelsea,,
14,Middlesbrough,Hull City,,
14,Stoke City,Burnley,,
14,Sunderland,Leicester City,,
14,Tottenham,Swansea City,,
14,West Bromwich Albion,Watford,,
14,West Ham,Arsenal,,
15,Arsenal,Stoke City,,
15,Burnley,Bournemouth,,
15,Chelsea,West Bromwich Albion,,
15,Hull City,Crystal Palace,,
15,Leicester City,Manchester City,,
15,Liverpool,West Ham,,
15,Manchester United,Tottenham,,
15,Southampton,Middlesbrough,,
15,Swansea City,Sunderland,,
15,Watford,Everton,,
16,Bournemouth,Leicester City,,
16,Middlesbrough,Liverpool,,
16,Sunderland,Chelsea,,
16,West Ham,Burnley,,
16,Crystal Palace,Manchester United,,
16,West Bromwich Albion,Swansea City,,
16,Everton,Arsenal,,
16,Manchester City,Watford,,
16,Stoke City,Southampton,,
16,Tottenham,Hull City,,
17,Bournemouth,Southampton,,
17,Crystal Palace,Chelsea,,
17,Everton,Liverpool,,
17,Manchester City,Arsenal,,
17,Middlesbrough,Swansea City,,
17,Stoke City,Leicester City,,
17,Sunderland,Watford,,
17,Tottenham,Burnley,,
17,West Bromwich Albion,Manchester United,,
17,West Ham,Hull City,,
18,Arsenal,West Bromwich Albion,,
18,Burnley,Middlesbrough,,
18,Chelsea,Bournemouth,,
18,Hull City,Manchester City,,
18,Leicester City,Everton,,
18,Liverpool,Stoke City,,
18,Manchester United,Sunderland,,
18,Southampton,Tottenham,,
18,Swansea City,West Ham,,
18,Watford,Crystal Palace,,
19,Arsenal,Crystal Palace,,
19,Burnley,Sunderland,,
19,Chelsea,Stoke City,,
19,Hull City,Everton,,
19,Leicester City,West Ham,,
19,Liverpool,Manchester City,,
19,Manchester United,Middlesbrough,,
19,Southampton,West Bromwich Albion,,
19,Swansea City,Bournemouth,,
19,Watford,Tottenham,,
20,Bournemouth,Arsenal,,
20,Crystal Palace,Swansea City,,
20,Everton,Southampton,,
20,Manchester City,Burnley,,
20,Middlesbrough,Leicester City,,
20,Stoke City,Watford,,
20,Sunderland,Liverpool,,
20,Tottenham,Chelsea,,
20,West Bromwich Albion,Hull City,,
20,West Ham,Manchester United,,
21,Burnley,Southampton,,
21,Everton,Manchester City,,
21,Hull City,Bournemouth,,
21,Leicester City,Chelsea,,
21,Manchester United,Liverpool,,
21,Sunderland,Stoke City,,
21,Swansea City,Arsenal,,
21,Tottenham,West Bromwich Albion,,
21,Watford,Middlesbrough,,
21,West Ham,Crystal Palace,,
22,Arsenal,Burnley,,
22,Bournemouth,Watford,,
22,Chelsea,Hull City,,
22,Crystal Palace,Everton,,
22,Liverpool,Swansea City,,
22,Manchester City,Tottenham,,
22,Middlesbrough,West Ham,,
22,Southampton,Leicester City,,
22,Stoke City,Manchester United,,
22,West Bromwich Albion,Sunderland,,
23,Arsenal,Watford,,
23,Bournemouth,Crystal Palace,,
23,Burnley,Leicester City,,
23,Middlesbrough,West Bromwich Albion,,
23,Sunderland,Tottenham,,
23,Swansea City,Southampton,,
23,West Ham,Manchester City,,
23,Manchester United,Hull City,,
23,Liverpool,Chelsea,,
23,Stoke City,Everton,,
24,Chelsea,Arsenal,,
24,Crystal Palace,Sunderland,,
24,Everton,Bournemouth,,
24,Hull City,Liverpool,,
24,Leicester City,Manchester United,,
24,Manchester City,Swansea City,,
24,Southampton,West Ham,,
24,Tottenham,Middlesbrough,,
24,Watford,Burnley,,
24,West Bromwich Albion,Stoke City,,
25,Arsenal,Hull City,,
25,Bournemouth,Manchester City,,
25,Burnley,Chelsea,,
25,Liverpool,Tottenham,,
25,Manchester United,Watford,,
25,Middlesbrough,Everton,,
25,Stoke City,Crystal Palace,,
25,Sunderland,Southampton,,
25,Swansea City,Leicester City,,
25,West Ham,West Bromwich Albion,,
26,Chelsea,Swansea City,,
26,Crystal Palace,Middlesbrough,,
26,Everton,Sunderland,,
26,Hull City,Burnley,,
26,Leicester City,Liverpool,,
26,Manchester City,Manchester United,,
26,Southampton,Arsenal,,
26,Tottenham,Stoke City,,
26,Watford,West Ham,,
26,West Bromwich Albion,Bournemouth,,
27,Leicester City,Hull City,,
27,Liverpool,Arsenal,,
27,Manchester United,Bournemouth,,
27,Stoke City,Middlesbrough,,
27,Sunderland,Manchester City,,
27,Swansea City,Burnley,,
27,Tottenham,Everton,,
27,Watford,Southampton,,
27,West Bromwich Albion,Crystal Palace,,
27,West Ham,Chelsea,,
28,Arsenal,Leicester City,,
28,Bournemouth,West Ham,,
28,Burnley,Liverpool,,
28,Chelsea,Watford,,
28,Crystal Palace,Tottenham,,
28,Everton,West Bromwich Albion,,
28,Hull City,Swansea City,,
28,Manchester City,Stoke City,,
28,Middlesbrough,Sunderland,,
28,Southampton,Manchester United,,
29,Bournemouth,Swansea City,,
29,Crystal Palace,Watford,,
29,Everton,Hull City,,
29,Manchester City,Liverpool,,
29,Middlesbrough,Manchester United,,
29,Stoke City,Chelsea,,
29,Sunderland,Burnley,,
29,Tottenham,Southampton,,
29,West Bromwich Albion,Arsenal,,
29,West Ham,Leicester City,,
30,Arsenal,Manchester City,,
30,Burnley,Tottenham,,
30,Chelsea,Crystal Palace,,
30,Hull City,West Ham,,
30,Leicester City,Stoke City,,
30,Liverpool,Everton,,
30,Manchester United,West Bromwich Albion,,
30,Southampton,Bournemouth,,
30,Swansea City,Middlesbrough,,
30,Watford,Sunderland,,
31,Arsenal,West Ham,,
31,Burnley,Stoke City,,
31,Hull City,Middlesbrough,,
31,Leicester City,Sunderland,,
31,Swansea City,Tottenham,,
31,Watford,West Bromwich Albion,,
31,Manchester United,Everton,,
31,Chelsea,Manchester City,,
31,Southampton,Crystal Palace,,
31,Liverpool,Bournemouth,,
32,Bournemouth,Chelsea,,
32,Crystal Palace,Arsenal,,
32,Everton,Leicester City,,
32,Manchester City,Hull City,,
32,Middlesbrough,Burnley,,
32,Stoke City,Liverpool,,
32,Sunderland,Manchester United,,
32,Tottenham,Watford,,
32,West Bromwich Albion,Southampton,,
32,West Ham,Swansea City,,
33,Crystal Palace,Leicester City,,
33,Everton,Burnley,,
33,Manchester United,Chelsea,,
33,Middlesbrough,Arsenal,,
33,Southampton,Manchester City,,
33,Stoke City,Hull City,,
33,Sunderland,West Ham,,
33,Tottenham,Bournemouth,,
33,Watford,Swansea City,,
33,West Bromwich Albion,Liverpool,,
34,Arsenal,Sunderland,,
34,Bournemouth,Middlesbrough,,
34,Burnley,Manchester United,,
34,Chelsea,Southampton,,
34,Hull City,Watford,,
34,Leicester City,Tottenham,,
34,Liverpool,Crystal Palace,,
34,Manchester City,West Bromwich Albion,,
34,Swansea City,Stoke City,,
34,West Ham,Everton,,
35,Crystal Palace,Burnley,,
35,Everton,Chelsea,,
35,Manchester United,Swansea City,,
35,Middlesbrough,Manchester City,,
35,Southampton,Hull City,,
35,Stoke City,West Ham,,
35,Sunderland,Bournemouth,,
35,Tottenham,Arsenal,,
35,Watford,Liverpool,,
35,West Bromwich Albion,Leicester City,,
36,Arsenal,Manchester United,,
36,Bournemouth,Stoke City,,
36,Burnley,West Bromwich Albion,,
36,Chelsea,Middlesbrough,,
36,Hull City,Sunderland,,
36,Leicester City,Watford,,
36,Liverpool,Southampton,,
36,Manchester City,Crystal Palace,,
36,Swansea City,Everton,,
36,West Ham,Tottenham,,
37,Bournemouth,Burnley,,
37,Crystal Palace,Hull City,,
37,Everton,Watford,,
37,Manchester City,Leicester City,,
37,Middlesbrough,Southampton,,
37,Stoke City,Arsenal,,
37,Sunderland,Swansea City,,
37,Tottenham,Manchester United,,
37,West Bromwich Albion,Chelsea,,
37,West Ham,Liverpool,,
38,Arsenal,Everton,,
38,Burnley,West Ham,,
38,Chelsea,Sunderland,,
38,Hull City,Tottenham,,
38,Leicester City,Bournemouth,,
38,Liverpool,Middlesbrough,,
38,Manchester United,Crystal Palace,,
38,Southampton,Stoke City,,
38,Swansea City,West Bromwich Albion,,
38,Watford,Manchester City,,
